UNH ID #,Sample Name,DateTime,NPOC (mg C/L),TDN (mg N/L),Cl (mg Cl/L),NO3 (mg N/L),SO4 (mg S/L),Abs254,SUVA,Na (mg Na/L),K (mg K/L),Mg (mg Mg/L),Ca (mg Ca/L),Closed Cell pH,TSS (mg/L),NH4 (ug N/L),DON mg/L,PO4 (ug P/L),CO2ppm,Chla_Conc
127555,LMP72,4/22/2014 13:17,7.83,1.17,26.81,0.12,1.89,0.17,2.14,18.26,2.55,1.22,5.65,6.82,0.47,57.23,0.99,12.10,621.66,
127556,WHB01,4/22/2014 14:02,3.00,0.81,49.46,0.69,3.62,0.11,3.61,32.00,1.48,5.81,22.50,7.44,,5.60,0.12,8.17,763.08,
127557,SBM0.2,4/22/2014 14:52,1.60,0.14,4.56,0.00,1.68,0.04,2.23,3.09,0.12,0.39,1.28,4.92,,2.50,0.13,2.00,,
127558,DCF03,4/22/2014 14:33,5.32,0.29,8.95,0.03,1.04,0.20,3.77,4.33,0.38,0.67,3.24,6.39,,6.22,0.25,8.17,,
127561,TPB,4/21/2014 12:00,3.28,0.22,3.42,0.01,1.07,,,1.67,0.21,0.32,1.31,5.37,,18.02,0.19,2.00,,
127572,LMP72,4/29/2014 13:12,6.60,0.46,29.06,0.16,1.95,0.16,2.42,19.44,1.21,1.36,6.53,6.90,0.71,8.57,0.29,5.22,1072.83,
127573,WHB01,4/29/2014 13:57,2.25,0.79,48.04,0.70,3.52,0.11,4.78,31.57,1.37,6.03,22.60,7.63,,2.50,0.08,5.81,683.25,
127574,SBM0.2,4/29/2014 14:43,1.29,0.09,4.52,0.00,1.68,0.03,2.19,3.18,0.12,0.40,1.16,4.96,,2.50,0.09,2.00,,
127575,DCF03,4/29/2014 14:25,5.90,0.34,8.28,0.02,1.06,0.20,3.46,6.43,0.44,0.60,2.57,6.49,,13.99,0.30,9.15,,
127578,TPB,4/28/2014 10:15,2.92,0.15,3.18,0.01,1.07,,,1.87,0.24,0.32,1.43,5.70,,6.36,0.13,5.61,,
127598,LMP72,5/6/2014 13:18,7.14,0.48,25.27,0.12,1.70,0.19,2.63,17.22,1.04,1.22,5.78,6.97,0.75,20.41,0.34,4.63,733.14,
127599,WHB01,5/6/2014 14:00,3.11,0.69,49.06,0.58,3.38,0.11,3.66,32.90,1.41,6.14,23.41,7.05,,7.69,0.09,15.64,737.90,
127600,SBM0.2,5/6/2014 14:45,1.43,0.09,4.58,0.00,1.67,0.03,2.00,3.23,0.13,0.40,1.29,5.01,,2.50,0.09,5.81,,
127601,DCF03,5/6/2014 14:28,6.54,0.36,6.95,0.02,1.01,0.22,3.37,5.47,0.40,0.55,2.25,6.58,,6.02,0.33,2.00,,
127604,LMP72,4/30/2014 21:23,5.44,0.29,28.17,0.17,1.85,,,,,,,,1.60,5.22,0.12,7.77,,
127605,LMP72,4/30/2014 23:23,4.57,0.25,25.71,0.16,1.67,,,,,,,,1.67,5.27,0.09,6.33,,
127606,LMP72,5/1/2014 1:23,4.42,0.26,24.67,0.16,1.62,,,,,,,,2.69,8.09,0.09,5.92,,
127607,LMP72,5/1/2014 3:23,4.00,0.32,26.25,0.18,1.74,,,,,,,,3.60,12.34,0.13,17.67,,
127608,LMP72,5/1/2014 5:23,4.30,0.26,24.12,0.15,1.57,,,,,,,,2.96,2.50,0.10,6.33,,
127609,LMP72,5/1/2014 7:23,4.24,0.25,,,,,,,,,,,,8.66,,11.07,,
127610,LMP72,5/1/2014 9:23,4.85,0.33,24.46,0.16,1.57,,,,,,,,5.93,8.50,0.17,2.00,,
127611,LMP72,5/1/2014 11:23,4.22,0.26,20.49,0.15,1.33,,,,,,,,5.60,5.86,0.11,4.88,,
127612,LMP72,5/1/2014 13:23,4.59,0.26,18.75,0.14,1.26,,,,,,,,6.00,9.48,0.10,4.06,,
127613,LMP72,5/1/2014 15:23,4.69,0.26,21.71,0.15,1.46,,,,,,,,4.40,8.76,0.10,11.90,,
127614,LMP72,5/1/2014 17:23,5.58,0.27,20.42,0.15,1.38,,,,,,,,4.80,7.75,0.11,2.00,,
127615,LMP72,5/1/2014 18:23,5.58,0.28,22.86,0.15,1.54,,,,,,,,5.60,7.43,0.13,12.10,,
127736,TPB,5/4/2014 12:00,3.43,0.17,3.13,0.00,1.06,0.14,4.02,1.63,0.18,0.29,1.17,5.81,,2.50,0.17,16.42,,
127777,BDC0.30,5/7/2014 14:29,8.22,1.03,12.49,0.81,3.05,0.45,5.51,9.08,6.94,3.40,20.97,,,16.91,0.20,78.09,,
127780,HBF,5/8/2014 13:15,,,,0.27,0.86,0.06,,1.15,0.15,0.25,1.23,5.30,,10.50,,2.00,,
127792,LMP72,5/13/2014 10:02,4.57,0.32,30.74,0.17,1.83,0.17,3.63,19.07,1.25,1.43,6.98,6.97,1.90,16.37,0.13,4.20,1113.31,
127793,WHB01,5/13/2014 10:17,2.96,0.72,51.62,0.70,3.26,0.10,3.40,33.50,1.44,7.15,26.54,7.68,,8.89,0.01,5.01,1128.31,
127808,DCF03,5/13/2014 13:54,8.52,0.49,8.28,0.07,0.90,0.20,2.37,6.33,0.47,0.65,2.57,6.58,,12.96,0.41,4.20,,
127810,SBM0.2,5/13/2014 14:19,1.31,0.08,4.69,0.01,1.40,0.03,2.05,3.20,0.20,0.38,1.26,4.99,,2.50,0.07,8.66,,
127817,BEF,5/14/2014 16:35,1.90,0.18,2.24,0.11,0.64,0.05,2.49,1.09,0.26,0.17,1.49,6.26,,2.50,0.07,2.00,,
127819,LMP72,5/20/2014 9:03,7.66,0.85,31.92,0.11,1.55,0.23,3.05,21.48,2.06,1.44,6.77,6.90,3.00,43.13,0.70,6.99,655.38,
127820,WHB01,5/20/2014 9:47,2.30,0.72,48.21,0.65,2.97,0.12,5.29,33.38,1.24,6.94,25.66,7.61,,8.76,0.06,7.38,903.71,
127821,SBM0.2,5/20/2014 10:31,1.35,0.11,7.56,0.02,1.43,0.03,2.04,2.89,0.12,0.61,2.14,5.02,,2.50,0.10,2.00,,
127822,DCF03,5/20/2014 10:14,7.50,0.45,8.01,0.04,0.77,0.27,3.63,6.33,0.38,0.66,2.62,6.51,,16.57,0.39,7.38,,
127829,DCF03,5/16/2014 16:00,3.03,0.16,9.35,0.08,0.91,,,6.77,0.41,0.68,2.88,,,5.50,0.07,14.79,,
127830,DCF03,5/16/2014 18:00,3.50,0.19,8.36,0.09,0.86,,,6.03,0.39,0.64,2.67,,,5.00,0.10,6.92,,
127831,DCF03,5/16/2014 20:00,5.96,0.29,8.27,0.08,0.85,,,5.98,0.37,0.63,2.58,,,5.64,0.21,4.67,,
127832,DCF03,5/16/2014 22:00,6.14,0.29,8.30,0.08,0.83,,,5.89,0.39,0.64,2.74,,,7.55,0.19,5.23,,
127833,DCF03,5/17/2014 0:05,6.00,0.32,7.97,0.08,0.83,,,5.66,0.38,0.61,2.54,,,13.82,0.22,4.29,,
127834,DCF03,5/17/2014 2:00,6.03,0.29,7.53,0.07,0.82,,,5.43,0.35,0.60,2.50,,,11.88,0.21,5.98,,
127835,DCF03,5/17/2014 4:00,6.15,0.32,7.57,0.07,0.82,,,5.44,0.35,0.60,2.55,,,15.47,0.24,6.92,,
127836,DCF03,5/17/2014 6:00,6.39,0.31,7.72,0.07,0.80,,,5.48,0.39,0.60,2.52,,,5.68,0.23,5.04,,
127837,DCF03,5/17/2014 8:00,6.78,0.28,7.26,0.05,0.77,,,5.17,0.43,0.58,2.49,,,2.50,0.22,5.23,,
127838,DCF03,5/17/2014 10:00,6.52,0.27,6.74,0.04,0.76,,,4.73,0.35,0.55,2.28,,,7.23,0.23,2.00,,
127839,DCF03,5/17/2014 13:00,6.53,0.27,6.76,0.03,0.76,,,4.78,0.36,0.55,2.23,,,5.73,0.23,2.00,,
127840,DCF03,5/17/2014 14:00,7.14,0.29,7.43,0.03,0.78,,,5.23,0.43,0.56,2.24,,,2.50,0.26,2.00,,
127841,DCF03,5/17/2014 16:00,7.50,0.27,7.81,0.02,0.79,,,5.60,0.47,0.51,1.97,,,2.50,0.24,6.54,,
127842,DCF03,5/17/2014 18:00,7.79,0.28,7.79,0.03,0.80,,,5.51,0.46,0.53,2.11,,,2.50,0.25,5.04,,
127843,DCF03,5/17/2014 20:00,7.72,0.30,8.04,0.02,0.80,,,5.69,0.45,0.50,1.94,,,6.19,0.27,4.29,,
127844,DCF03,5/17/2014 22:00,7.38,0.30,8.11,0.02,0.80,,,5.78,0.43,0.55,2.13,,,2.50,0.27,5.61,,
127845,DCF03,5/18/2014 0:05,7.45,0.29,7.81,0.03,0.80,,,5.53,0.40,0.56,2.15,,,10.23,0.25,5.61,,
127846,DCF03,5/18/2014 2:00,7.45,0.29,7.83,0.03,0.79,,,5.49,0.38,0.55,2.12,,,12.86,0.25,4.86,,
127847,DCF03,5/18/2014 4:00,7.45,0.30,7.85,0.02,0.78,,,5.55,0.37,0.56,2.20,,,8.38,0.27,5.61,,
127848,DCF03,5/18/2014 6:00,6.52,0.31,9.56,0.03,0.85,,,6.85,0.41,0.63,2.53,,,12.37,0.26,14.41,,
127849,DCF03,5/18/2014 8:00,7.34,0.28,7.96,0.02,0.78,,,5.65,0.37,0.57,2.19,,,11.61,0.25,8.98,,
127850,DCF03,5/18/2014 10:00,7.27,0.29,8.01,0.02,0.77,,,5.67,0.36,0.57,2.23,,,8.76,0.26,2.00,,
127851,DCF03,5/18/2014 12:00,7.32,0.29,7.94,0.02,0.77,,,5.55,0.34,0.57,2.24,,,2.50,0.26,5.04,,
127852,DCF03,5/18/2014 14:00,4.49,0.22,9.72,0.04,0.85,,,6.98,0.40,0.64,2.61,,,5.10,0.17,16.85,,
127853,LMP72,5/16/2014 20:00,6.29,0.36,31.48,0.17,1.80,,,19.51,1.25,1.53,7.32,,,2.50,0.19,8.79,,
127854,LMP72,5/16/2014 22:00,6.57,0.40,31.43,0.17,1.81,,,19.80,1.36,1.53,7.33,,,2.50,0.22,5.38,,
127855,LMP72,5/17/2014 0:05,5.83,0.46,31.53,0.18,1.82,,,19.56,1.25,1.55,7.51,,,6.90,0.28,5.98,,
127856,LMP72,5/17/2014 2:00,5.58,0.39,31.78,0.18,1.82,,,19.75,1.27,1.54,7.35,,,6.10,0.21,2.00,,
127857,LMP72,5/17/2014 4:00,5.30,0.41,31.89,0.18,1.82,,,19.98,1.29,1.57,7.53,,,2.50,0.22,2.00,,
127858,LMP72,5/17/2014 6:00,5.25,0.44,32.18,0.18,1.83,,,19.83,1.27,1.56,7.54,,,8.51,0.26,4.37,,
127859,LMP72,5/17/2014 8:00,5.06,0.39,32.26,0.18,1.83,,,20.17,1.30,1.57,7.48,,,2.50,0.21,2.00,,
127860,LMP72,5/17/2014 10:00,5.23,0.40,32.68,0.18,1.85,,,20.32,1.31,1.59,7.69,,,6.68,0.21,2.00,,
127861,LMP72,5/17/2014 12:00,5.50,0.43,32.26,0.20,1.82,,,20.19,1.31,1.62,7.81,,,5.32,0.23,2.00,,
127862,LMP72,5/17/2014 14:00,6.02,0.40,32.04,0.20,1.82,,,19.99,1.32,1.60,7.62,,,9.45,0.19,2.00,,
127863,LMP72,5/17/2014 16:00,6.18,0.38,34.96,0.18,1.95,,,21.45,1.42,1.74,8.37,,,2.50,0.20,2.00,,
127864,LMP72,5/17/2014 18:00,6.59,0.42,32.65,0.17,1.83,,,20.27,1.36,1.68,8.04,,,2.50,0.25,2.00,,
127865,LMP72,5/17/2014 20:00,6.55,0.45,29.98,0.16,1.71,,,18.90,1.36,1.67,7.81,,,7.28,0.28,2.00,,
127866,LMP72,5/17/2014 22:00,6.14,0.42,29.39,0.16,1.67,,,18.30,1.30,1.63,7.51,,,5.92,0.25,2.00,,
127867,LMP72,5/18/2014 0:05,6.51,0.47,28.95,0.15,1.63,,,18.31,1.30,1.61,7.65,,,6.38,0.32,2.00,,
127868,LMP72,5/18/2014 2:00,6.37,0.45,28.70,0.14,1.63,,,18.13,1.32,1.54,7.41,,,2.50,0.31,2.00,,
127869,LMP72,5/18/2014 4:00,6.36,0.47,28.34,0.15,1.63,,,18.09,1.29,1.53,7.51,,,7.52,0.31,2.00,,
127870,LMP72,5/18/2014 6:00,5.37,0.41,28.73,0.16,1.65,,,18.12,1.26,1.49,7.36,,,7.06,0.24,10.20,,
127871,LMP72,5/18/2014 8:00,6.39,0.42,28.62,0.14,1.73,,,18.26,1.33,1.54,7.64,,,2.50,0.28,2.00,,
127872,LMP72,5/18/2014 10:00,6.74,0.45,27.66,0.12,1.74,,,17.49,1.27,1.47,7.38,,,2.50,0.32,2.00,,
127873,LMP72,5/18/2014 12:00,6.83,0.39,27.42,0.11,1.75,,,17.63,1.30,1.47,7.38,,,7.02,0.27,2.00,,
127874,LMP72,5/18/2014 14:00,6.90,0.41,27.32,0.12,1.70,,,17.52,1.27,1.47,7.34,,,9.25,0.29,2.00,,
127962,LMP72,5/27/2014 9:29,6.99,0.92,29.64,0.16,1.50,0.24,3.42,19.55,1.78,1.57,8.74,6.89,2.31,44.13,0.72,11.81,,
127963,WHB01,5/27/2014 10:18,3.25,0.81,45.73,0.69,2.51,0.14,4.28,31.08,1.13,7.55,12.73,7.45,,12.96,0.11,14.55,,
127964,SBM0.2,5/27/2014 11:06,1.24,0.04,5.68,0.00,1.52,0.03,2.06,3.34,0.10,0.47,1.34,5.13,,2.50,0.03,4.99,,
127965,DCF03,5/27/2014 10:48,6.37,0.36,10.73,0.11,0.78,0.32,4.97,7.82,0.44,0.89,3.57,6.60,,16.66,0.23,9.77,,
127972,GOF,4/12/2014 11:20,4.23,0.33,12.16,0.10,1.22,0.12,2.80,8.71,0.60,0.57,2.64,,,28.77,0.20,4.04,,
127973,MCQ,4/12/2014 11:51,2.46,3.44,187.33,2.63,5.44,0.07,3.05,114.80,4.20,4.21,21.15,,,41.31,0.77,8.96,,
127974,GOF,4/19/2014 11:10,4.39,0.42,16.95,0.11,1.32,0.14,3.18,12.42,0.72,0.73,3.65,,,45.54,0.27,2.00,,
127975,MCQ,4/19/2014 11:26,3.01,3.48,184.33,2.65,5.31,0.07,2.43,112.41,4.06,4.30,21.39,,,45.81,0.79,6.20,,
127976,GOF,4/27/2014 11:50,3.83,0.44,17.59,0.16,1.34,0.10,2.52,12.78,0.74,0.74,3.79,,,55.10,0.23,7.38,,
127977,MCQ,4/27/2014 12:07,3.03,3.29,178.10,2.58,5.20,0.07,2.19,107.74,3.88,4.19,21.15,,,27.54,0.69,2.00,,
127978,GOF,5/3/2014 12:26,4.55,0.45,9.45,0.13,1.02,0.12,2.68,6.93,0.50,0.44,2.34,,,58.56,0.27,2.00,,
127979,MCQ,5/3/2014 12:46,3.26,2.99,175.78,2.33,5.11,0.09,2.71,107.27,4.04,4.26,21.74,,,30.12,0.62,4.04,,
127980,GOF,5/10/2014 6:00,4.38,0.48,18.16,0.16,1.30,0.10,2.31,12.77,0.83,0.79,4.14,,,53.38,0.26,5.61,,
127981,MCQ,5/10/2014 6:18,2.95,3.17,176.69,2.40,5.05,0.07,2.50,107.64,3.94,4.22,21.92,,,20.15,0.75,5.81,,
127982,GOF,5/17/2014 18:28,4.61,0.58,21.14,0.20,1.37,0.10,2.20,14.41,0.77,0.77,4.16,,,75.64,0.31,2.00,,
127983,MCQ,5/17/2014 18:46,3.23,2.16,173.42,1.90,4.37,0.12,3.84,96.95,3.47,4.55,18.16,,,,,5.21,,
128024,LMP72,6/3/2014 12:38,4.72,0.38,27.10,0.15,1.32,0.21,4.44,17.08,0.94,1.51,9.05,6.97,3.90,25.98,0.20,5.67,2206.32,
128025,WHB01,6/3/2014 13:28,,,,,,0.12,,,,,,7.74,,19.06,,11.36,1700.04,
128026,SBM0.2,6/3/2014 14:20,1.07,0.07,5.65,0.01,1.49,0.03,2.37,3.36,0.03,0.47,1.36,5.06,,2.50,0.07,4.99,,
128027,DCF03,6/3/2014 14:00,6.10,0.38,11.24,0.13,0.70,0.32,5.32,6.65,0.40,0.90,4.18,6.57,,20.42,0.24,54.17,,
128103,TPB,6/4/2014 16:00,2.66,0.12,4.26,0.02,0.93,0.14,5.09,2.02,0.21,0.43,1.85,6.06,,8.47,0.10,2.00,,
128205,LMP72,6/10/2014 10:36,5.08,0.51,34.38,0.25,1.60,,,22.06,1.31,2.05,11.44,7.04,3.75,27.35,0.23,2.00,3867.00,
128206,WHB01,6/10/2014 10:59,3.22,1.03,49.10,0.88,2.84,,,35.16,1.33,8.53,16.92,7.65,,10.77,0.13,12.45,2430.17,
128221,DCF03,6/10/2014 16:11,6.68,0.52,9.62,0.24,0.70,,,7.23,0.48,1.03,4.68,6.58,,16.82,0.26,8.07,,
128223,SBM0.2,6/10/2014 16:43,1.25,0.09,5.67,0.03,1.42,,,3.48,0.11,0.56,2.24,4.93,,2.50,0.06,6.54,,
128226,BDC0.30,6/6/2014 14:30,11.72,1.64,,,,0.61,5.17,,,,,7.43,,47.79,,187.15,,
128227,TPB,6/9/2014 12:20,,,,0.02,0.94,0.09,,,0.22,0.35,1.29,5.86,,24.17,,2.00,,
128272,BDC0.30,6/11/2014 13:13,7.33,3.11,,,,,,,,,,,,,,130.78,,
128277,LMP72,6/17/2014 9:47,9.44,1.69,30.37,0.28,1.53,0.20,2.17,21.36,2.01,1.72,9.55,6.97,1.91,97.61,1.32,8.40,928.00,
128278,WHB01,6/17/2014 11:04,2.46,1.09,46.26,1.01,2.91,0.09,3.78,32.02,1.47,7.99,13.51,7.75,,15.18,0.06,16.14,1024.68,
128279,SBM0.2,6/17/2014 12:11,1.11,0.08,5.73,0.01,1.46,0.02,1.76,3.40,0.13,0.50,1.31,5.02,,2.50,0.07,2.00,,
128280,DCF03,6/17/2014 11:44,7.02,0.54,9.46,0.21,0.67,0.33,4.65,6.80,0.42,0.94,3.63,6.51,,38.99,0.29,5.44,,
128292,TPB,6/16/2014 12:15,,,3.96,0.02,0.89,,,1.68,0.18,0.41,1.74,6.18,,7.08,,2.00,,
128372,HBF,6/19/2014 17:00,2.27,0.17,,,1.02,0.19,8.42,1.47,0.07,0.30,1.17,5.95,,2.50,0.07,2.00,,
128412,LMP72,6/24/2014 10:16,4.77,0.49,32.95,0.22,1.52,0.21,4.43,23.17,1.24,1.85,9.25,,2.56,8.49,0.26,2.00,742.86,
128413,WHB01,6/24/2014 11:26,1.46,1.35,46.06,1.27,3.72,0.07,4.45,31.65,1.29,7.81,14.80,,,26.77,0.05,13.63,1100.80,
128414,SBM0.2,6/24/2014 12:26,1.02,0.08,5.80,0.01,1.48,0.04,3.71,3.47,0.10,0.58,1.50,,,2.50,0.07,2.00,,
128415,DCF03,6/24/2014 12:01,6.72,0.54,10.14,0.25,0.70,0.33,4.94,7.45,0.44,1.00,3.86,,,6.29,0.28,4.53,,
128467,TPB,6/23/2014 13:10,2.27,0.16,,,,,,,,,,6.06,,32.94,,2.00,,
128630,BEF,5/22/2014 16:30,1.58,0.12,3.18,0.07,0.68,0.05,3.07,1.10,0.30,0.26,2.32,,,,,5.67,,
128631,BEF,5/28/2014 16:00,2.79,0.11,3.04,0.06,0.67,0.06,2.30,1.23,0.27,0.20,1.94,,,,,2.00,,
128632,BEF,6/4/2014 16:30,1.50,0.08,3.21,0.07,0.72,0.06,3.93,1.29,0.32,0.24,2.27,,,,,2.00,,
128633,BEF,6/18/2014 16:30,1.70,0.08,3.10,0.04,0.69,0.06,3.42,1.24,0.31,0.26,2.41,,,,,2.00,,
128634,BEF,6/25/2014 15:45,1.50,0.10,3.15,0.04,0.72,0.06,3.79,1.43,0.35,0.28,2.62,,,,,2.00,,
128635,LMP72,6/25/2014 0:05,8.59,0.50,34.49,0.23,1.67,,,25.88,1.47,1.98,10.44,,,12.68,0.25,2.00,,
128636,LMP72,6/25/2014 3:00,6.86,0.47,34.66,0.24,1.70,,,25.89,1.43,2.00,10.52,,,10.02,0.22,7.57,,
128637,LMP72,6/25/2014 6:00,6.37,0.49,34.64,0.25,1.70,,,25.93,1.46,1.99,10.34,,,9.81,0.24,4.77,,
128638,LMP72,6/25/2014 9:00,6.31,0.46,34.79,0.24,1.70,,,25.88,1.44,2.03,10.70,,,6.29,0.22,2.00,,
128639,LMP72,6/25/2014 12:00,7.58,0.48,34.89,0.24,1.71,,,25.85,1.43,1.98,10.32,,,8.69,0.23,2.00,,
128640,LMP72,6/25/2014 15:00,8.18,0.49,34.68,0.23,1.68,,,25.97,1.43,1.99,10.44,,,2.50,0.25,22.00,,
128641,LMP72,6/25/2014 18:00,7.37,0.47,34.87,0.23,1.70,,,25.87,1.40,2.01,10.67,,,8.53,0.23,4.34,,
128642,LMP72,6/25/2014 21:00,5.94,0.47,35.50,0.23,1.73,,,27.00,1.48,2.04,10.67,,,15.45,0.22,4.55,,
128643,LMP72,6/26/2014 0:05,5.60,0.47,35.57,0.23,1.75,,,26.74,1.48,2.11,11.18,,,15.22,0.22,4.77,,
128644,LMP72,6/26/2014 3:00,6.14,0.46,34.11,0.22,1.67,,,25.72,1.43,1.99,10.46,,,12.70,0.23,2.00,,
128645,LMP72,6/26/2014 6:00,5.96,0.48,35.15,0.22,1.71,,,26.13,1.44,2.04,10.76,,,13.53,0.25,2.00,,
128646,LMP72,6/26/2014 9:00,5.65,0.45,35.43,0.23,1.73,,,26.78,1.49,2.06,10.66,,,15.22,0.20,4.77,,
128647,LMP72,6/26/2014 12:00,5.85,0.47,34.79,0.22,1.70,,,25.84,1.44,2.03,10.76,,,9.16,0.24,4.77,,
128648,LMP72,6/26/2014 15:00,5.99,0.43,32.34,0.18,1.65,,,24.38,1.33,1.91,10.60,,,5.99,0.25,4.34,,
128649,LMP72,6/26/2014 18:00,6.08,0.41,34.53,0.18,1.72,,,25.83,1.45,2.03,10.67,,,11.52,0.22,2.00,,
128650,LMP72,6/26/2014 21:00,5.95,0.43,34.90,0.20,1.74,,,25.93,1.47,2.04,10.73,,,8.19,0.22,5.85,,
128651,LMP72,6/27/2014 0:05,5.44,0.44,34.66,0.20,1.71,,,25.85,1.49,2.05,10.78,,,10.67,0.23,13.82,,
128652,LMP72,6/27/2014 3:00,5.38,0.45,34.70,0.20,1.74,,,25.81,1.46,2.02,10.61,,,12.58,0.24,5.42,,
128653,LMP72,6/27/2014 6:00,5.59,0.46,34.45,0.21,1.73,,,25.69,1.45,2.00,10.45,,,17.28,0.24,6.92,,
128654,LMP72,6/27/2014 9:00,5.43,0.46,34.48,0.21,1.72,,,25.57,1.50,2.12,11.23,,,16.12,0.24,5.20,,
128655,TPB,6/30/2014 1:00,2.51,0.10,3.98,0.02,0.87,0.16,6.28,1.66,0.22,0.45,1.91,,,,,2.00,,
128657,LMP72,7/1/2014 10:07,9.82,,23.61,0.16,1.13,0.28,2.80,16.85,2.58,1.22,6.74,,0.26,145.54,,16.59,926.72,
128658,WHB01,7/1/2014 11:07,1.78,1.32,46.60,1.24,3.85,0.08,4.24,31.88,1.46,7.93,13.17,,,16.13,0.06,13.18,1543.63,
128659,SBM0.2,7/1/2014 11:59,1.24,0.04,6.80,0.01,1.55,0.02,1.88,4.76,0.63,0.52,1.22,,,2.50,0.02,2.00,,
128660,DCF03,7/1/2014 11:38,7.44,0.52,8.38,0.22,0.66,0.38,5.11,6.04,0.34,0.89,3.67,,,17.56,0.28,8.40,,
128838,LMP72,7/8/2014 9:17,7.88,0.56,23.68,0.13,1.08,0.33,4.16,15.89,1.21,1.39,6.35,6.81,1.25,13.70,0.42,8.73,1005.06,
128839,WHB01,7/8/2014 9:33,6.33,0.74,43.77,0.50,2.16,0.24,3.73,31.49,1.46,8.43,18.17,7.55,,19.86,0.22,22.96,1082.79,
128854,DCF03,7/8/2014 12:50,7.80,0.35,4.88,0.02,0.66,0.37,4.74,3.48,0.49,0.70,2.14,6.38,,8.04,0.32,2.00,,
128856,SBM0.2,7/8/2014 12:17,7.76,0.32,8.35,0.03,0.56,0.39,5.04,5.36,0.44,0.76,2.54,5.06,,7.28,0.28,7.86,,
128859,TPB,7/7/2014 12:15,3.86,0.12,3.99,0.01,0.79,0.22,5.63,1.57,0.20,0.41,1.62,6.08,,,,2.00,,
128866,BDC0.30,7/9/2014 14:45,14.22,2.76,15.27,2.16,4.15,0.67,4.68,9.98,6.96,5.21,35.29,7.50,,31.15,0.56,235.53,,
128883,BDC0.30,7/9/2014 13:13,15.63,2.58,,,,0.73,4.68,,,,,,,,,226.87,,
128916,LMP72,7/15/2014 8:37,7.97,0.79,23.73,0.14,0.94,0.32,4.06,17.57,1.23,1.38,7.12,6.94,3.24,80.36,0.57,13.18,765.99,
128917,WHB01,7/15/2014 9:36,2.78,1.09,48.91,0.95,2.81,0.12,4.36,32.87,1.48,8.50,13.18,7.63,,9.62,0.13,14.80,787.57,
128918,SBM0.2,7/15/2014 10:25,1.29,0.09,5.70,0.01,1.25,0.04,2.91,3.37,0.06,0.51,1.33,5.03,,2.50,0.08,2.00,,
128919,DCF03,7/15/2014 10:06,7.33,0.40,8.12,0.15,0.59,0.39,5.26,5.13,0.26,0.89,3.87,6.50,,16.64,0.24,8.17,,
128967,TPB,7/14/2014 12:20,3.05,0.14,3.96,0.02,0.81,0.18,6.06,1.66,0.17,0.41,1.76,6.25,,10.03,0.10,2.00,,
129088,LMP72,7/22/2014 9:34,,,,,,,,,,,,7.08,0.56,,,,753.23,
129089,WHB01,7/22/2014 10:23,1.71,1.25,44.19,1.05,3.30,,,33.70,1.30,7.78,8.91,7.61,,8.92,0.19,12.05,1127.10,
129090,SBM0.2,7/22/2014 11:09,,,,,,,,,,,,5.06,,,,,,
129091,DCF03,7/22/2014 10:53,6.70,0.38,11.18,0.13,0.56,,,6.29,0.26,0.95,4.55,6.75,,7.78,0.24,14.74,,
129312,TPB,7/28/2014 13:15,6.73,0.22,3.88,0.03,0.76,0.33,4.87,1.47,0.28,0.45,2.16,5.85,,2.50,0.19,2.00,,
129314,LMP72,7/29/2014 9:02,5.81,0.45,29.13,0.20,1.20,0.26,4.51,18.99,1.23,1.77,8.72,7.05,1.52,43.78,0.21,6.54,959.89,
129315,WHB01,7/29/2014 9:50,6.51,0.80,42.79,0.50,2.66,0.26,3.93,30.37,1.34,7.99,27.75,7.51,,14.91,0.28,23.40,735.75,
129316,SBM0.2,7/29/2014 10:43,1.33,0.08,5.71,0.00,1.18,0.05,3.64,3.15,0.03,0.52,1.75,5.00,,2.50,0.08,2.00,,
129317,DCF03,7/29/2014 10:21,8.59,0.35,7.97,0.08,0.56,0.40,4.64,5.10,0.28,0.82,3.59,6.52,,13.03,0.26,5.89,,
129651,GOF,5/31/2014 12:05,3.81,0.40,19.11,0.19,1.18,0.14,3.63,12.43,0.71,0.74,3.92,,,42.41,0.16,13.80,,
129652,MCQ,5/31/2014 12:21,2.47,2.47,167.08,2.36,4.56,0.08,3.33,106.38,3.56,4.41,21.30,,,58.63,0.05,16.13,,
129653,GOF,6/7/2014 12:32,3.34,0.42,18.95,0.19,1.35,0.12,3.49,15.26,0.90,0.97,5.28,,,66.96,0.17,15.13,,
129654,MCQ,6/7/2014 12:48,2.04,2.70,185.80,2.62,5.11,0.06,2.95,116.79,3.88,4.81,22.74,,,82.62,0.00,13.80,,
129655,GOF,6/15/2014 9:45,2.89,0.41,20.33,0.22,1.40,0.09,3.23,16.17,1.02,1.04,5.56,,,65.62,0.12,17.14,,
129656,MCQ,6/15/2014 10:01,1.84,1.85,107.79,1.67,3.50,0.07,3.66,71.73,2.24,3.24,17.82,,,97.42,0.09,15.63,,
129657,GOF,6/21/2014 8:48,3.47,0.40,18.88,0.22,1.33,0.11,3.13,15.24,0.95,0.99,5.53,,,49.75,0.13,12.63,,
129658,MCQ,6/21/2014 9:08,1.30,2.37,136.00,2.19,4.75,0.06,4.96,87.79,2.62,4.04,21.18,,,110.70,0.07,15.13,,
