UNH ID #,Sample Name,DateTime,NPOC (mg C/L),TDN (mg N/L),Cl (mg Cl/L),NO3 (mg N/L),SO4 (mg S/L),Abs254,SUVA,Na (mg Na/L),K (mg K/L),Mg (mg Mg/L),Ca (mg Ca/L),Closed Cell pH,TSS (mg/L),NH4 (ug N/L),DON mg/L,PO4 (ug P/L),CO2ppm,Chla_Conc
138343,BEF,9/1/2015 15:15,1.34,0.11,3.03,0.04,0.62,,,2.38,0.44,0.26,2.76,6.84,,2.50,0.07,7.35,,
138365,LMP72,9/8/2015 10:17,5.24,0.30,31.17,0.06,1.74,0.18,3.37,20.06,1.56,2.03,10.89,7.09,6.96,14.18,0.23,12.98,1658.19,
138366,WHB01,9/8/2015 10:32,1.10,1.49,47.65,1.42,4.05,0.03,3.13,32.52,1.44,7.52,23.92,6.67,,5.79,0.06,17.17,1656.59,
138381,DCF03,9/8/2015 13:48,5.63,0.45,16.52,0.18,0.89,0.22,3.85,10.92,0.72,1.13,4.63,6.72,,2.50,0.27,13.29,2125.07,
138383,SBM0.2,9/8/2015 14:14,,,,,,,,,,,,,,,,,,
138386,TPB,9/10/2015 11:00,2.42,0.13,1.78,0.02,0.65,0.20,8.27,1.90,0.41,0.41,1.74,6.17,,10.18,0.11,2.00,,
138458,LMP72,9/15/2015 12:05,5.46,0.26,18.82,0.04,1.04,0.21,3.84,12.91,0.86,1.11,5.18,6.56,0.49,15.51,0.21,6.81,1570.78,
138459,WHB01,9/15/2015 11:47,1.59,1.27,46.01,1.18,4.82,0.05,3.16,31.13,1.43,8.01,20.87,7.14,,2.50,0.08,11.56,1491.75,
138460,SBM0.2,9/15/2015 10:50,,,,,,,,,,,,,,,,,,
138461,DCF03,9/15/2015 11:15,6.23,0.41,8.74,0.11,1.31,0.27,4.30,7.12,0.63,0.91,3.73,6.78,,6.40,0.29,14.43,1376.69,
138468,GOF,9/15/2015 10:45,2.69,0.36,23.62,0.23,1.43,0.08,3.05,16.20,1.41,1.22,5.05,6.98,,33.68,0.09,6.78,,
138469,MCQ,9/15/2015 13:15,3.20,4.44,90.88,3.32,4.82,0.06,1.85,101.25,3.75,4.58,21.60,6.99,,93.89,1.02,9.24,,
138505,LMP72,9/22/2015 11:10,5.70,0.23,15.45,0.03,0.87,0.19,3.40,10.04,0.60,0.91,4.16,6.48,4.21,7.37,0.19,17.19,,
138506,WHB01,9/22/2015 10:51,1.02,1.64,47.59,1.58,3.91,0.03,2.66,32.27,1.43,7.61,14.91,7.07,,2.50,0.06,9.28,,
138507,SBM0.2,9/22/2015 9:57,,,,,,,,,,,,,,,,,,
138508,DCF03,9/22/2015 10:18,4.42,0.32,15.43,0.15,1.28,0.15,3.42,10.45,0.86,1.34,4.74,6.60,,13.61,0.16,12.08,,
138520,BDC0.30,9/24/2015 12:00,1.77,5.23,30.97,4.82,9.77,0.07,3.84,15.91,9.85,7.43,32.01,7.77,,33.68,0.37,22.15,,
138521,WHB01,10/16/2014 12:00,,,,,,,,,,,,,1.11,,,,,
138522,WHB01,10/16/2014 13:00,,,,,,,,,,,,,1.72,,,,,
138523,WHB01,10/16/2014 14:00,,,,,,,,,,,,,6.46,,,,,
138524,WHB01,10/16/2014 15:00,,,,,,,,,,,,,1.49,,,,,
138525,WHB01,10/16/2014 16:00,,,,,,,,,,,,,5.43,,,,,
138526,WHB01,10/16/2014 18:00,,,,,,,,,,,,,2.96,,,,,
138527,WHB01,10/16/2014 20:00,,,,,,,,,,,,,16.12,,,,,
138528,WHB01,10/16/2014 20:00,,,,,,,,,,,,,11.36,,,,,
138529,WHB01,10/16/2014 21:00,,,,,,,,,,,,,25.08,,,,,
138530,WHB01,10/16/2014 22:00,,,,,,,,,,,,,22.67,,,,,
138531,WHB01,10/16/2014 23:00,,,,,,,,,,,,,20.25,,,,,
138532,WHB01,10/17/2014 1:00,,,,,,,,,,,,,12.57,,,,,
138533,WHB01,10/17/2014 2:00,,,,,,,,,,,,,9.33,,,,,
138534,WHB01,10/17/2014 3:00,,,,,,,,,,,,,7.83,,,,,
138535,WHB01,10/17/2014 4:00,,,,,,,,,,,,,7.85,,,,,
138536,WHB01,10/17/2014 5:00,,,,,,,,,,,,,5.69,,,,,
138537,WHB01,10/17/2014 6:00,,,,,,,,,,,,,7.38,,,,,
138538,WHB01,10/17/2014 7:00,,,,,,,,,,,,,3.40,,,,,
138539,WHB01,10/17/2014 8:00,,,,,,,,,,,,,3.29,,,,,
138540,WHB01,10/17/2014 9:00,,,,,,,,,,,,,2.46,,,,,
138541,WHB01,10/17/2014 10:00,,,,,,,,,,,,,2.62,,,,,
138542,WHB01,10/17/2014 15:55,,,,,,,,,,,,,0.35,,,,,
138543,WHB01,6/20/2015 13:50,,,,,,,,,,,,,27.67,,,,,
138544,WHB01,6/21/2015 9:00,,,,,,,,,,,,,95.00,,,,,
138545,WHB01,6/21/2015 10:00,,,,,,,,,,,,,542.00,,,,,
138546,WHB01,6/21/2015 11:00,,,,,,,,,,,,,405.67,,,,,
138547,WHB01,6/21/2015 12:00,,,,,,,,,,,,,238.33,,,,,
138548,WHB01,6/21/2015 13:00,,,,,,,,,,,,,236.67,,,,,
138549,WHB01,6/21/2015 14:00,,,,,,,,,,,,,90.25,,,,,
138550,WHB01,6/21/2015 15:00,,,,,,,,,,,,,61.80,,,,,
138551,WHB01,6/21/2015 16:00,,,,,,,,,,,,,41.71,,,,,
138552,WHB01,6/21/2015 17:00,,,,,,,,,,,,,30.92,,,,,
138553,WHB01,6/21/2015 18:00,,,,,,,,,,,,,21.86,,,,,
138554,WHB01,6/21/2015 19:00,,,,,,,,,,,,,12.46,,,,,
138555,WHB01,6/21/2015 20:00,,,,,,,,,,,,,7.54,,,,,
138556,WHB01,6/22/2015 18:10,,,,,,,,,,,,,8.67,,,,,
138558,LMP72,9/29/2015 9:32,4.26,0.18,14.98,0.03,0.88,0.15,3.48,10.03,0.57,0.87,3.76,6.56,1.10,2.50,0.15,7.70,1159.04,
138559,WHB01,9/29/2015 10:16,0.82,1.76,48.07,1.76,4.38,0.03,3.19,31.93,1.52,7.53,14.87,7.12,,2.50,0.00,9.05,1688.03,
138560,SBM0.2,9/29/2015 11:12,,,,,,,,,,,,,,,,,,
138561,DCF03,9/29/2015 10:55,,,,,,,,,,,,,,,,,,
138724,GOF,9/29/2015 16:45,2.82,0.46,26.37,0.27,1.45,0.06,2.16,17.36,1.20,1.27,7.16,,,36.31,0.16,7.81,,
138725,GOF,9/30/2015 8:30,3.73,0.46,26.20,0.23,1.40,0.08,2.26,18.00,1.51,1.21,7.09,,,49.48,0.18,21.36,,
138726,GOF,9/30/2015 16:50,3.30,0.44,26.20,0.21,1.36,0.08,2.30,17.35,1.15,1.16,6.91,,,55.49,0.17,14.87,,
138727,GOF,10/1/2015 8:25,3.46,0.43,22.72,0.18,1.33,0.09,2.46,14.83,1.04,1.11,6.83,,,84.88,0.17,13.33,,
138923,BEF,9/29/2015 18:00,1.55,0.10,3.62,0.04,0.66,0.03,2.01,2.04,0.55,0.30,3.15,,0.32,2.50,0.06,11.85,,
138924,BEF,9/29/2015 19:00,1.44,0.10,3.48,0.04,0.65,0.03,2.08,1.93,0.56,0.29,3.16,,0.32,2.50,0.06,11.34,,
138925,BEF,9/29/2015 20:00,1.38,0.10,3.46,0.03,0.63,0.03,2.31,1.90,0.54,0.29,3.19,,0.11,2.50,0.06,9.20,,
138926,BEF,9/29/2015 21:00,1.53,0.09,3.46,0.03,0.62,0.03,2.11,1.89,0.54,0.28,3.16,,0.11,2.50,0.06,10.19,,
138927,BEF,9/29/2015 22:00,1.69,0.10,3.71,0.03,0.61,0.04,2.15,2.00,0.57,0.29,3.08,,0.65,2.50,0.07,9.59,,
138928,BEF,9/29/2015 23:00,1.57,0.09,3.48,0.03,0.60,0.04,2.43,1.83,0.52,0.26,2.95,,1.37,2.50,0.06,44.35,,
138929,BEF,9/30/2015 0:05,1.59,0.10,3.44,0.03,0.59,0.04,2.65,1.81,0.51,0.26,2.91,,0.42,2.50,0.06,5.23,,
138930,BEF,9/30/2015 1:00,1.92,0.10,3.43,0.03,0.58,0.05,2.36,1.81,0.64,0.27,2.86,,0.42,2.50,0.07,8.87,,
138931,BEF,9/30/2015 2:00,1.87,0.12,3.49,0.03,0.58,0.05,2.50,1.85,0.61,0.26,2.78,,0.42,2.50,0.08,5.92,,
138932,BEF,9/30/2015 3:00,1.99,0.10,3.40,0.03,0.56,0.06,3.13,1.75,0.49,0.24,2.49,,1.09,2.50,0.07,4.03,,
138933,BEF,9/30/2015 4:00,1.92,0.10,3.46,0.03,0.56,0.05,2.75,1.82,0.47,0.25,2.62,,1.16,2.50,0.07,7.70,,
138934,BEF,9/30/2015 5:00,2.14,0.11,3.40,0.03,0.56,0.07,3.14,1.75,0.49,0.24,2.43,,0.42,2.50,0.08,75.06,,
138935,BEF,9/30/2015 6:00,2.44,0.11,3.39,0.03,0.56,0.07,2.75,1.74,0.44,0.23,2.35,,0.71,2.50,0.08,50.31,,
138936,BEF,9/30/2015 7:00,2.42,0.10,3.36,0.03,0.55,0.08,3.24,1.68,0.43,0.22,2.31,,1.79,2.50,0.07,4.84,,
138937,BEF,9/30/2015 8:00,2.91,0.11,3.42,0.02,0.52,0.10,3.27,1.63,0.46,0.21,2.24,,5.37,2.50,0.08,4.12,,
138938,BEF,9/30/2015 9:00,4.87,0.14,3.33,0.01,0.45,0.17,3.43,1.46,0.45,0.19,1.93,,11.48,2.50,0.12,4.48,,
138939,BEF,9/30/2015 10:00,7.57,0.20,3.38,0.06,0.41,0.28,3.64,1.35,0.68,0.17,1.79,,16.19,2.50,0.14,8.14,,
138940,BEF,9/30/2015 11:00,9.76,0.24,3.36,0.06,0.38,0.35,3.57,1.27,0.84,0.18,1.84,,8.31,2.50,0.18,4.54,,
138941,BEF,9/30/2015 12:00,9.70,0.25,3.36,0.08,0.36,0.35,3.66,1.15,0.45,0.17,1.75,,14.64,2.50,0.17,2.00,,
138942,BEF,9/30/2015 13:00,9.55,0.28,3.32,0.10,0.35,0.33,3.46,1.05,0.41,0.16,1.65,,18.89,2.50,0.17,2.00,,
138943,BEF,9/30/2015 14:00,9.04,0.28,3.32,0.11,0.36,0.31,3.46,1.01,0.39,0.16,1.65,,5.91,2.50,0.17,2.00,,
138944,BEF,9/30/2015 15:00,8.76,0.29,3.30,0.12,0.37,0.30,3.38,1.01,0.54,0.16,1.63,,7.05,2.50,0.17,4.69,,
138945,BEF,9/30/2015 16:00,8.24,0.30,3.28,0.12,0.38,0.28,3.37,1.01,0.44,0.16,1.62,,5.05,2.50,0.17,4.60,,
138946,BEF,9/30/2015 16:30,7.89,0.28,3.25,0.12,0.38,0.27,3.42,0.99,0.32,0.16,1.65,,4.58,2.50,0.15,4.60,,
138947,TPB,9/29/2015 18:00,2.38,0.14,1.73,0.02,0.73,0.10,4.38,1.78,0.54,0.39,1.68,,4.00,2.50,0.11,11.52,,
138948,TPB,9/29/2015 20:00,2.47,0.14,1.83,0.02,0.73,0.12,4.79,1.85,0.45,0.39,1.64,,8.99,2.50,0.13,13.84,,
138949,TPB,9/29/2015 22:00,2.48,0.15,1.65,0.02,0.69,0.11,4.54,1.70,0.44,0.38,1.54,,6.67,2.50,0.13,5.99,,
138950,TPB,9/30/2015 0:05,2.74,0.14,1.64,0.01,0.66,0.13,4.56,1.68,0.54,0.38,1.51,,8.79,2.50,0.13,9.99,,
138951,TPB,9/30/2015 2:00,2.68,0.21,2.21,0.03,0.81,0.14,5.11,1.95,0.60,0.50,2.09,,12.22,2.50,0.18,18.31,,
138952,TPB,9/30/2015 4:00,3.34,0.16,1.86,0.02,0.65,0.15,4.52,1.82,0.61,0.38,1.48,,7.06,2.50,0.14,6.68,,
138953,TPB,9/30/2015 6:00,4.32,0.18,1.70,0.02,0.65,0.15,3.55,1.66,0.56,0.40,1.88,,5.00,2.50,0.16,6.84,,
138954,TPB,9/30/2015 8:00,5.77,0.26,1.57,0.04,0.75,0.21,3.71,1.54,0.60,0.36,1.47,,8.97,2.50,0.22,4.60,,
138955,TPB,9/30/2015 10:00,8.18,0.32,1.98,0.04,0.93,0.30,3.72,1.84,0.63,0.40,1.67,,23.26,2.50,0.29,16.39,,
138956,TPB,9/30/2015 12:00,8.87,0.34,1.41,0.03,0.86,0.31,3.51,1.46,0.67,0.34,1.42,,10.00,2.50,0.31,5.03,,
138957,TPB,9/30/2015 14:00,8.14,0.30,1.74,0.03,0.81,0.29,3.61,1.71,0.60,0.34,1.36,,5.22,2.50,0.27,2.00,,
138958,TPB,9/30/2015 16:00,6.80,0.17,1.45,0.02,0.79,0.26,3.79,1.56,0.50,0.31,1.32,,6.67,2.50,0.15,2.00,,
138959,TPB,9/30/2015 18:00,6.19,0.18,1.38,0.01,0.84,0.23,3.76,1.54,0.36,0.34,1.32,,6.67,2.50,0.16,2.00,,
138960,TPB,9/30/2015 20:00,6.75,0.18,1.43,0.01,0.98,0.26,3.90,1.58,0.41,0.37,1.40,,10.00,2.50,0.17,2.00,,
138961,TPB,9/30/2015 22:00,6.91,0.19,1.62,0.01,1.06,0.25,3.58,1.74,0.47,0.38,1.49,,7.27,2.50,0.18,7.32,,
138962,TPB,10/1/2015 0:05,7.07,0.17,1.53,0.01,1.08,0.24,3.34,1.66,0.40,0.39,1.50,,1.82,2.50,0.16,5.17,,
138963,TPB,10/1/2015 2:00,7.58,0.19,1.51,0.01,1.13,0.24,3.18,1.66,0.39,0.41,1.55,,2.57,2.50,0.18,4.30,,
138964,TPB,10/1/2015 4:00,8.27,0.19,1.46,0.01,1.23,0.29,3.54,1.65,0.49,0.42,1.60,,1.47,2.50,0.19,2.00,,
138965,TPB,10/1/2015 6:00,7.98,0.19,1.45,0.01,1.21,0.26,3.32,1.65,0.50,0.42,1.58,,9.71,2.50,0.19,2.00,,
138966,TPB,10/1/2015 8:00,5.93,0.21,5.42,0.02,1.26,0.25,4.17,2.15,0.45,0.53,2.18,,1.56,2.50,0.19,10.42,,
138967,TPB,10/1/2015 10:00,7.22,0.18,1.65,0.01,1.11,0.23,3.21,1.80,0.72,0.40,1.52,,5.71,2.50,0.18,2.00,,
138968,TPB,10/1/2015 12:00,6.51,0.17,1.67,0.00,1.02,0.24,3.72,1.82,0.37,0.38,1.41,,1.72,2.50,0.17,4.63,,
139250,LMP72,10/6/2015 11:15,4.97,0.31,31.04,0.12,1.95,0.18,3.72,21.20,1.26,1.50,7.53,6.85,2.70,11.15,0.18,7.54,1459.37,
139251,WHB01,10/6/2015 10:56,,,46.48,1.07,7.68,0.04,,33.24,1.49,8.04,21.06,7.16,,2.50,,5.29,1589.74,
139252,SBM0.2,10/6/2015 9:56,1.22,0.08,4.24,0.00,1.62,0.01,1.22,3.83,0.13,0.48,1.08,4.99,,2.50,0.08,11.65,1480.81,
139253,DCF03,10/6/2015 10:18,6.81,0.34,11.51,0.04,1.48,0.25,3.60,7.78,0.49,0.93,3.44,6.54,,2.50,0.30,19.18,,
139386,HBF,10/12/2015 11:45,2.69,0.12,0.43,0.00,0.91,0.07,2.51,1.17,0.09,0.23,0.89,5.84,,9.66,0.11,8.43,,
139387,HBF_Air,10/12/2015 11:45,,,,,,,,,,,,,,,,,,
139391,LMP72,10/13/2015 10:37,4.78,0.66,47.96,0.34,2.34,0.14,3.02,29.39,1.96,2.14,10.97,6.95,2.00,20.66,0.30,5.76,,
139392,WHB01,10/13/2015 11:11,2.44,0.87,,,1.66,0.07,2.71,,1.28,1.64,9.67,7.59,,276.97,0.36,12.01,1675.61,
139407,DCF03,10/13/2015 15:28,6.50,0.28,12.48,0.04,1.41,0.25,3.79,8.07,0.60,1.15,5.13,6.47,,2.50,0.24,6.62,,
139409,SBM0.2,10/13/2015 16:00,1.25,0.09,10.01,0.06,1.38,0.02,1.31,6.01,0.72,1.85,9.24,4.92,,2.50,0.03,5.42,772.61,
139456,LMP72,10/20/2015 10:25,8.59,0.97,25.08,,1.66,0.23,2.72,17.46,1.82,1.44,6.44,,2.65,38.31,0.76,15.35,,
139457,WHB01,10/20/2015 11:23,5.57,0.55,51.84,0.42,8.70,0.15,2.72,33.92,2.37,9.24,28.03,7.39,,5.60,0.12,22.17,,
139458,SBM0.2,10/20/2015 12:26,1.28,0.10,4.56,0.00,1.55,0.03,2.40,3.68,0.28,0.57,1.06,6.50,,2.50,0.10,23.11,19533.86,
139459,DCF03,10/20/2015 11:59,8.68,0.31,11.21,0.01,1.07,0.30,3.45,7.47,1.12,0.99,3.29,6.17,,8.89,0.30,13.32,1855.69,
139734,LMP72,10/27/2015 15:17,5.74,0.40,21.65,0.19,1.55,0.18,3.19,15.07,1.40,1.45,6.33,6.70,0.60,2.50,0.21,9.39,1739.44,
139735,WHB01,10/27/2015 15:01,4.17,0.69,55.39,0.55,9.37,0.13,3.20,35.77,1.77,9.26,27.64,7.30,,2.50,0.14,9.83,2221.56,
139736,SBM0.2,10/27/2015 14:13,1.29,0.04,4.38,0.00,1.61,0.02,1.76,3.69,0.11,0.57,1.04,4.99,,2.50,0.03,10.38,17830.98,
139737,DCF03,10/27/2015 14:33,8.43,0.27,11.59,0.00,0.86,0.30,3.53,7.72,0.67,0.91,3.12,7.49,,2.50,0.27,12.55,1557.91,
139740,BEF,10/27/2015 12:15,1.74,0.08,3.48,0.01,0.73,0.06,3.25,2.55,0.48,0.29,2.46,6.71,,2.50,0.07,7.49,,
139770,TPB,10/30/2015 11:30,7.08,0.17,2.08,0.00,1.06,0.26,3.64,1.90,0.44,0.42,1.39,5.49,,2.50,0.17,5.47,,
139772,LMP72,11/3/2015 12:10,6.12,0.31,36.09,0.12,2.21,0.21,3.44,23.78,1.58,1.82,8.51,6.73,1.84,2.50,0.18,11.70,1898.58,
139773,WHB01,11/3/2015 11:50,3.61,0.62,55.21,0.51,9.55,0.13,3.47,35.15,1.70,8.87,24.50,7.46,,5.56,0.10,11.33,2021.85,
139774,SBM0.2,11/3/2015 11:00,1.19,0.09,6.12,0.00,1.57,0.60,50.93,4.22,0.15,0.52,1.01,4.94,,2.50,0.08,9.57,6516.41,
139775,DCF03,11/3/2015 11:19,8.44,0.30,10.79,0.00,1.12,0.32,3.80,7.13,0.57,0.90,3.05,6.44,,2.50,0.30,9.20,1457.62,
139789,MCQ,11/5/2015 13:30,1.98,2.61,,,,0.05,2.46,,,,,6.88,,,,,,
139790,GOF,11/5/2015 11:15,5.33,0.29,,,,0.20,3.71,,,,,6.65,,,,,,
139796,LMP72,11/10/2015 10:27,6.21,0.46,21.41,0.07,1.74,0.14,2.32,14.34,1.44,1.41,6.61,6.74,2.38,24.03,0.37,11.85,1295.65,
139797,WHB01,11/10/2015 10:47,2.74,0.68,58.62,0.55,8.18,0.07,2.42,36.22,1.74,9.51,28.17,7.43,,2.50,0.13,17.00,1980.45,
139812,DCF03,11/10/2015 14:45,7.58,0.31,12.16,0.03,0.92,,,7.88,0.67,0.99,4.23,6.56,,6.60,0.28,10.38,1242.24,
139814,SBM0.2,11/10/2015 15:15,1.11,0.04,7.44,0.02,1.60,,,3.82,0.06,0.59,1.74,,,2.50,0.01,8.47,6995.52,
139884,LMP72,11/17/2015 10:07,6.29,0.67,24.58,,1.90,0.19,3.03,16.16,1.66,1.53,7.01,6.84,3.60,27.16,0.48,10.41,1251.14,
139885,WHB01,11/17/2015 11:19,2.93,0.67,56.95,0.56,8.32,0.08,2.74,34.45,1.49,8.80,21.91,7.43,,2.50,0.10,10.41,1872.46,
139886,SBM0.2,11/17/2015 12:29,1.20,0.09,7.70,0.01,1.63,0.02,1.55,5.26,0.17,0.55,1.26,4.75,,7.22,0.07,7.70,4067.60,
139887,DCF03,11/17/2015 12:01,7.20,0.34,15.76,0.03,1.14,0.27,3.82,9.91,0.73,1.03,3.62,6.48,,15.30,0.29,17.90,1256.98,
139912,BDC0.30,11/18/2015 14:10,13.70,2.73,21.86,2.27,12.88,0.48,3.52,11.43,8.12,6.19,41.84,,,5.18,0.45,35.77,,
139920,LMP72,11/24/2015 9:58,6.05,0.36,34.98,,2.37,0.23,3.84,22.27,1.51,1.72,7.89,6.76,3.21,21.49,0.16,14.20,1190.97,
139921,WHB01,11/24/2015 11:03,3.35,0.66,54.94,0.57,8.37,0.10,3.05,32.52,1.37,8.24,21.83,,,2.50,0.08,10.66,2004.05,
139922,SBM0.2,11/24/2015 12:20,1.47,0.11,6.97,0.00,1.60,0.02,1.52,4.53,0.16,0.48,0.93,4.88,,2.50,0.11,6.25,2810.64,
139923,DCF03,11/24/2015 11:51,8.14,0.28,8.50,0.01,0.86,0.33,4.10,5.55,0.54,0.70,2.45,6.31,,2.50,0.27,7.37,1542.33,
140028,HBF,11/21/2015 15:15,2.97,0.13,0.57,0.02,0.77,0.09,2.88,0.98,0.12,0.18,0.73,5.43,,2.50,0.12,9.88,,
140029,BDC0.30,11/24/2015 13:30,16.93,1.73,,0.48,4.80,0.61,3.60,,,,,6.82,,,,,,
140032,LMP72,12/1/2015 9:57,6.39,0.41,29.52,0.18,2.59,0.24,3.83,18.39,1.45,1.68,7.88,6.80,2.94,15.47,0.21,22.99,1235.20,
140033,WHB01,12/1/2015 11:01,2.74,0.73,61.35,0.65,7.96,0.08,3.01,34.95,1.37,8.49,22.65,7.18,,2.50,0.07,8.81,1790.88,
140034,SBM0.2,12/1/2015 12:03,1.26,0.04,6.41,0.00,1.63,0.02,1.45,4.34,0.12,0.45,0.87,5.00,,2.50,0.03,14.26,2180.70,
140035,DCF03,12/1/2015 11:35,8.89,0.31,9.44,0.00,0.96,0.33,3.65,6.06,0.53,0.73,2.73,6.42,,2.50,0.31,6.62,1342.08,
140042,LMP72,12/8/2015 11:20,5.91,0.37,30.63,0.13,2.39,0.21,3.55,19.19,1.57,1.70,8.54,6.76,1.15,13.19,0.23,9.37,1225.87,
140043,WHB01,12/8/2015 11:42,2.56,0.67,60.76,0.60,6.82,0.08,3.03,33.75,1.38,8.29,18.87,7.51,,2.50,0.07,6.06,1372.31,
140058,DCF03,12/8/2015 15:27,7.62,0.24,9.59,0.02,1.04,0.31,4.05,5.84,0.55,0.85,3.82,6.37,,5.28,0.22,17.16,1301.50,
140060,SBM0.2,12/8/2015 14:01,1.27,0.04,8.15,0.01,1.64,0.02,1.45,4.53,0.14,0.53,1.44,4.94,,2.50,0.02,2.00,,
140161,LMP72,12/15/2015 12:20,4.85,0.33,27.33,0.17,2.30,0.17,3.57,16.74,1.13,1.57,7.51,6.79,0.59,6.53,0.16,5.56,1172.19,
140162,WHB01,12/15/2015 13:20,6.24,0.52,48.37,0.50,3.43,0.22,3.58,30.21,1.37,6.71,22.21,7.40,,10.15,0.00,10.21,1170.70,
140163,SBM0.2,12/15/2015 14:20,1.32,0.04,5.88,0.00,1.67,0.02,1.86,4.20,0.10,0.39,0.86,4.96,,6.60,0.03,11.04,1506.98,
140164,DCF03,12/15/2015 14:50,8.07,0.31,10.86,0.03,1.11,0.33,4.08,6.78,0.66,0.79,2.97,6.36,,2.50,0.27,8.36,1017.98,
140176,TPB,12/18/2015 12:00,3.70,0.15,2.04,0.01,1.14,0.15,4.08,1.93,0.30,0.38,1.42,5.85,,2.50,0.14,6.37,,
140179,BEF,12/22/2015 11:00,1.64,0.17,0.65,0.07,0.66,0.05,2.83,1.47,0.28,0.17,1.79,6.56,,10.86,0.08,7.39,,
140181,LMP72,12/22/2015 9:44,8.03,2.00,30.74,,2.25,0.22,2.78,19.52,2.19,1.71,8.62,6.81,1.43,98.32,1.67,20.23,1214.19,
140182,WHB01,12/22/2015 10:47,3.44,0.73,54.97,0.55,5.44,0.10,3.04,32.12,1.35,7.87,24.29,7.43,,2.50,0.17,8.50,1486.73,
140183,SBM0.2,12/22/2015 11:46,1.23,0.10,6.06,0.00,1.58,0.03,2.06,4.24,0.10,0.42,0.84,4.86,,7.39,0.09,5.42,1545.26,
140184,DCF03,12/22/2015 11:22,7.28,0.32,8.25,0.03,1.08,0.31,4.24,5.80,0.68,1.02,4.54,6.32,,11.70,0.28,9.53,1263.34,
140192,LMP72,12/30/2015 10:28,6.25,0.36,22.82,0.09,1.96,0.24,3.92,14.55,0.97,1.39,7.01,6.61,2.81,11.79,0.26,7.31,981.66,
140193,WHB01,12/30/2015 11:57,3.98,0.75,52.35,0.53,4.91,0.13,3.29,29.97,1.28,7.25,23.16,7.39,,2.50,0.21,8.76,1632.16,
140194,SBM0.2,12/30/2015 14:45,1.93,0.14,5.71,0.00,1.59,0.03,1.69,4.18,0.12,0.39,0.81,4.93,,34.35,0.10,6.31,1189.31,
140195,DCF03,12/30/2015 13:21,7.16,0.26,7.61,0.02,1.17,0.32,4.51,5.22,0.55,0.69,2.30,6.16,,5.68,0.24,12.71,1267.43,
140198,GOF,12/31/2015 11:30,4.39,0.29,,,,0.15,3.42,,,,,6.67,,,,,,
140199,MCQ,12/31/2015 13:30,2.81,2.41,,,,0.09,3.05,,,,,6.78,,,,,,
140201,LMP72,1/5/2016 9:53,5.94,0.33,23.91,0.11,2.11,0.24,4.03,15.51,0.98,1.43,7.21,6.66,0.97,12.22,0.21,8.13,1546.63,
140202,WHB01,1/5/2016 11:03,3.10,0.97,61.12,0.88,5.53,0.09,3.04,35.06,1.45,8.71,25.20,7.44,,6.41,0.09,8.81,1968.13,
140203,SBM0.2,1/5/2016 12:06,1.50,0.04,5.23,0.00,1.60,0.03,1.70,3.91,0.09,0.40,0.79,,,5.25,0.03,15.39,1519.85,
140204,DCF03,1/5/2016 11:41,7.24,0.31,12.77,0.02,1.18,0.31,4.26,7.67,0.73,0.90,2.84,6.20,,26.86,0.27,32.18,1731.77,
140207,HBF,1/7/2016 11:00,2.30,0.18,0.80,0.05,0.90,0.05,2.40,1.34,0.12,0.24,0.85,5.63,,10.38,0.11,13.03,,
140211,LMP72,1/12/2016 9:35,6.41,0.33,24.29,0.13,1.96,0.25,3.95,15.48,1.18,1.37,6.46,6.42,5.29,8.42,0.20,11.00,1705.84,
140212,WHB01,1/12/2016 9:55,3.48,1.05,56.54,0.93,4.71,0.12,3.58,31.73,1.45,7.12,23.02,7.40,,2.50,0.12,7.49,1654.85,
140227,DCF03,1/12/2016 14:26,6.90,0.26,9.20,0.04,1.27,0.30,4.41,5.31,0.62,0.77,3.13,5.93,,5.83,0.22,8.41,1497.86,
140229,SBM0.2,1/12/2016 15:02,2.30,0.10,6.85,0.01,1.57,0.05,2.20,3.48,0.16,0.49,1.84,4.91,,2.50,0.08,6.89,1340.77,
140260,LMP72,1/19/2016 9:53,5.87,0.38,24.65,0.16,2.15,,,15.83,1.11,1.43,7.02,6.57,2.86,11.11,0.21,9.19,1552.40,
140261,WHB01,1/19/2016 11:04,2.82,1.18,66.21,1.06,5.14,,,35.86,1.44,7.86,27.36,7.36,,,,6.73,1619.26,
140262,SBM0.2,1/19/2016 12:03,1.73,0.11,4.54,0.00,1.65,,,3.59,0.12,0.41,0.84,5.01,,2.50,0.10,9.97,1411.56,
140263,DCF03,1/19/2016 11:40,6.98,0.27,9.25,0.03,1.42,,,6.15,0.58,0.81,2.68,6.09,,65.58,0.17,15.07,2076.83,
140472,LMP72,1/26/2016 10:19,5.25,0.47,29.84,0.20,2.46,0.19,3.61,18.61,1.35,1.80,9.25,6.55,1.00,21.24,0.24,10.64,2104.41,
140473,WHB01,1/26/2016 11:30,2.25,1.23,72.34,1.14,5.27,0.07,2.96,38.35,1.50,8.70,25.94,7.49,,5.81,0.09,4.72,1625.03,
140474,SBM0.2,1/26/2016 13:21,1.43,0.13,6.26,0.02,1.66,0.02,1.71,4.77,0.16,0.48,1.17,4.98,,103.80,0.01,13.86,1694.34,
140475,DCF03,1/26/2016 12:50,6.00,0.28,10.95,0.03,1.45,0.29,4.75,7.06,0.63,0.93,3.09,6.30,,8.67,0.24,10.64,1763.54,
